,id,guion,anio,mes,duracion,calificacion,argumento
158,tt0099410,Carles AndreuBenet Rossell,1990,12,1h 15m,6.3,Lauria goes back in time to meet the Almogavars on a journey through Catalanism mythology and symbolism.
159,tt0100456,Berta Domínguez D.,1990,1,R,5.8,A petty crook in search of the clichéd pot of gold at the end of the rainbow hopes to cash in by befriending the heir to a huge fortune.
160,tt0100264,Staffan GötestamAstrid Lindgren,1990,11,1h 15m,5.7,7-year-old Bertil's parents are at work and Bertil are home alone and bored. He is the only child in the family since his sister Martha died of an illness. But everything changes when he meets little Nils Karlsson Pyssling and they become friends. Nisse who lives in the basement ... Read all
161,tt0100448,Joe D'Amato,1990,11,PG-13,2.7,Once upon a time a god gave a mighty sword to the king of Aquiles to bring justice to his people. Now he wants it back - but the king would rather give his life than the sword.
162,tt0100600,Jing-Kong Tsui,1990,7,TV-MA,5.8,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.
163,tt0099461,Budd Lewis,1990,3,R,3.2,"In a dystopian future, fighters battle to death in televised games. One fighter rebels against his role and flees, pursued by his adversary tasked with eliminating him."
164,tt0099677,Raúl RuizFederico Muchnik,1990,6,1h 23m,6.2,"An absurdist odyssey through downtown Manhattan with a sweet old serial killer, a student-cum-critic-cum-musician and assorted international bohemians."
165,tt0100356,Gerdt von BassewitzWolfgang UrchsArne Elsholtz,1990,11,1h 20m,7.3,"After Sumsemann the beetle loses one of his arms to a troll, he invites brother and sister Peterchen and Annaliese to join him on a journey to the moon in a quest to retrieve his lost arm."
166,tt0100610,Luckfilm Creation Team,1990,7,1h 31m,6.7,
167,tt0100626,Jacob GrimmWilhelm GrimmJana Kákosová,1990,5,1h 34m,6.5,"When the king's daughter is born, all the subjects are invited to meet her except an evil fairy who will impose a spell on her."
168,tt0100621,Roger Cantin,1990,5,1h 23m,6.5,"Simon, who's dreaming of a fabulous world, persuade his friends to come with him to find this mystic country in the 'third wood'. But, there's a condition: no adult should see them in this adventurous trip or the dream won't come true."
169,tt0100625,Kan KeitoKee-To LamTai-Mok Lau,1990,7,Unrated,6.9,A Chinese Ghost Story II Chinese 倩女幽魂 II人間道 is a 1990 Hong Kong romantic comedy-horror film directed by Ching Siu-tung and produced by Tsui Hark. It is the sequel to A Chinese Ghost Story and is followed by A Chinese Ghost Story III.
170,tt0100665,Vivian SchillingEric Parkinson,1990,2,R,2.5,"Four teenagers are killed in a car accident. Two of the teenagers refuse to go with ""The Grim Reaper"" and a race between life and death ensues!"
171,tt0098959,Suzanne Hawley,1990,8,PG,5.0,"Romantic comedy that mixes magical realism with traditional Australian urban-outback contrasts. The plot centers on a bored woman (the eponymous Wendy) who conjures up the perfect lover, Jake, while her husband is out on the road suffering comical mishaps."
172,tt0100082,Gwing-Gai Lee,1990,11,1h 29m,5.9,"A doctor falls in love with the ghost of a virgin, who died 200 years ago in the fight between a monk and the demon king. Their connection gives the demon king a chance to rise again."
173,tt0098971,Sau-Ling ChanYiu-Ming LeungMakoto Ogino,1990,2,1h 33m,5.3,"The Holy Maiden of Hell, Ashura possesses immense power that can destroy humanity. Buddhist monks trap her in a deep cave to keep her from falling into evil hands. Kindhearted Abbot Jiku grants her wish to enjoy the human world for 7 days."
174,tt0100002,Gulzar,1990,10,2h 51m,7.9,"Samir Niyogi lives in India and is assigned by the Government to travel to Rajasthan, evaluate a princely castle that once belonged to Raja Param Singh, take stock of all items, the condition of the building, and report back to the Government. Enroute to his destination by train,... Read all"
175,tt0100070,Carlos Alberto DinizLuís Carlos GóesPatricya Travassos,1990,6,1h 30m,4.6,"The fairy tale of a young aspiring singer who leaves her small town to the big city, pursuing her dreams in music."
176,tt0099890,Michael Raeburn,1990,11,1h 38m,6.4,A young African man must try every trick in the book in this attempts to win the heart of the most beautiful girl in his village.
177,tt0099613,Frank LenartVivian Naefe,1990,7,1h 30m,2.6,Harriet is a middle-aged woman who just does not succeed. It does not work in the job and it does not really work for the men either.
178,tt0309554,Robert DavidJ. Searle DawleyMary Shelley,1990,10,19m,7.6,"Thoroughly researched remake of the first screen version of Mary Shelley's story. Blending visual nightmare & Gothic romance, it tells this much trampled tale more as Jekyll and Hyde ghost story. A look at one man's struggle with the inadequacies of solitary creation."
179,tt10608538,Francisco AnawakeMaria Grazia CucinottaMargarida Matos,1990,0,7m,6.6,
180,tt12621180,Anatoliy Petrov,1990,0,10m,5.9,Adult cartoon based on the Greek mythology.
181,tt4401830,Edgar DutkaMilos Macourek,1990,0,8m,6.8,Story about a hard way to the stage. Our hero gives up his job in a restaurant to find fame on fortune at the opera. will he succeed?
182,tt9222958,Mariya DeynegoH.G. Wells,1990,0,19m,7.1,"The hero of the film, Wallace, is trying to reconcile the dream of a world of beautiful souls and human relationships with the reality of a prosperous bourgeois."
183,tt0096954,Robert Brennan,1990,3,R,4.6,"A serial killer is loose at an all girl school, where he strangles girls with a piece of barbed wire."
184,tt0097718,Somtow Sucharitkul,1990,0,Not Rated,4.5,"A ragtag group of people go on an archaeological trip to Mexico to visit Mayan ruins, but get more than they bargained for, when they encounter a zealous group of Mexicans attempting to revive a deadly ancient ritual of their ancestors."
185,tt0097178,George Nelson Ott,1990,9,Unrated,3.3,Several young men have to stop an ancient native American evil in the form of a killer shark which is attacking a small beach community.
186,tt0098486,Jörg ButtgereitFranz Rodenkirchen,1990,1,Not Rated,6.3,"Seven episodes, each taking place on a different day of the week, on the theme of suicide and violent death."
187,tt0099637,Lucio FulciGiovanni SimonelliAntonio Tentori,1990,8,R,5.5,A horror film director is stalked by a mad psychiatrist/serial killer bent on killing people to model the killings after the director's gory death scenes from his movies.
188,tt0099415,Christoph Schlingensief,1990,11,Not Rated,5.0,"In ""German Chainsaw Massacre"" people meet up with a household of butchers. They detect low cost meat in the East Germans moving over the old boundary into the West and start turning them into sausage. Clara flees the slaying of her sleazy spouse and the rotting East, and lands in... Read all"
189,tt0100399,Wojciech JedrkiewiczWojciech NizynskiJerzy Siewierski,1990,10,1h 30m,3.8,"Krakow, second half of the 19th century. The young artist Kamil is getting ready to marry Krystyna. They arrive at the palace of Stefani Ziembalska, Kamil's cousin. The she-wolf Julia once haunted this palace before she was rendered harmless. During the night, Krystyna is attacke... Read all"
190,tt0100324,V.V. Dachin HsuTakashi Matsuoka,1990,10,R,4.9,"A vampire arrives in Los Angeles to investigate a recent series of murders which bear the hallmarks of vampire attacks. Wanting to track down the murderer, he hires a private investigator who herself is obsessed with vampire mythology."
191,tt0097666,Mark Kimray,1990,0,1h 9m,6.2,A man is made insane by medical experiments and begins a murder and cannibalism spree.
192,tt0099395,James Bond III,1990,1,R,5.2,"An evil succubus is preying on libidinous black men in New York City, and all that stands in her way is a minister-in-training, an aspiring actor, and a cop who specializes in cases involving the supernatural."
193,tt0098998,Peter Christian HallEric MarcianoAndy Rees,1990,ND,1h 15m,5.3,"The Age of Insects follows the metamorphosis of a young delinquent forced by his parents to undergo dubious ""orthopodization"" treatments from an insect-obsessed doctor."
194,tt0099401,Charles Philip Moore,1990,7,R,4.8,"With the need to investigate the mysterious death of his grandparents, Cory and his friends assemble back to the old farm where it all began, sixty years earlier."
195,tt0099431,Fyodor Petrukhin,1990,ND,1h 27m,6.0,"Dina's father, a district doctor, mysteriously disappears. After this event, Dinu is visited at night by a ghost predicting misfortune for his fellow villagers. Dina tries to warn trouble, but they do not believe her."
196,tt0100672,Jeff FallsT.L. Lankford,1990,11,R,3.7,"A priest, trying to regain his standing in the church after ""falling"" and sleeping with a woman, teams with a group of ESP experts to investigate a haunted house. It doesn't help that one of the experts is a beautiful young woman."
197,tt0100586,J.S. Cardone,1990,1,R,5.0,Scientists experiment with Extreme Dream Sleep and find a Parallel Dimension. Now they find the door works both ways and something has come through.
198,tt0099498,Steve Barkett,1990,ND,Not Rated,4.8,"A private detective searching for a killer comes across a satanic cult from another dimension, monsters called up from hell and murderous ninja assassins."
199,tt0099374,Malcolm Marmorstein,1990,10,PG-13,4.2,"A reporter investigating a drug dealing ring is murdered. Brought back to life by the voodoo spell of a cleaning woman, he goes after his killers."
200,tt0099278,David ReskinRoss HagenDavid Chute,1990,3,Unrated,3.1,Click: The Calendar Girl Killer is a thriller that probes the inner sanctum of the mind of a psychotic killer as he uses the world of big fashion photography for his sadistic playground.
201,tt0099704,Wayne Coe,1990,9,R,5.4,"Travelling across a prairie, a cynical Old West bounty hunter and a clerk try to top each other's ghost stories around the campfire."
202,tt0099440,Laura Radford,1990,0,1h 33m,5.1,"A psycho is on the prowl, and his victims are all beautiful women. The police must catch him before he kills again."
203,tt0093211,Paul Hart-Wilden,1990,0,5m,5.2,A traveler seeks refuge in a room only to find it still possessed by a demonic creature that has already killed the previous inhabitant.
204,tt0099216,Lincoln Kupchak,1990,12,3m,5.8,Woman is stalked by her demented boyfriend on a college campus.
205,tt0151585,Jorge GuerricaechevarríaÁlex de la Iglesia,1990,11,12m,6.9,"A man comes into a bar in which there's only one other customer and asks the bartender to serve him a Mirinda (a Spanish orange drink). But then he refuses to pay for it, saying that the bartender had never warned him that he would have to; when the bartender insists, the man tak... Read all"
206,tt0225352,Marc CaroJoaquín Ojeda,1990,ND,10m,5.6,
207,tt0263785,Dinko Tucakovic,1990,0,17m,7.4,
208,tt10930000,Eric D. Wilkinson,1990,0,19m,5.0,"Was it real or was it all a dream? For some unexplained reason, Joey Hammond (Joseph Shaughnessy) returns in this action-packed sequel to The Violence Movie. This time the crazed serial killer is relentless in his pursuit of the innocent Joey with 2 times the action, 2 times the ... Read all"
209,tt0092589,Jeff Kahn,1990,0,1h 33m,4.2,"A European woman living in Greenwich Village sees her life starting to come apart. She's broke, seems to be hallucinating and seeing people she dreams about appear in her real life, and on top of that finds herself accused of a pair of murders."
210,tt0096177,Graeme CampbellDean ParisotMichael Taav,1990,11,PG-13,4.5,"The alleys of downtown Manhattan become a modern killing field when corpses begin turning up, disfigured and gruesomely posed to appear as pieces of art. In the frightening climate of the ""Art Killer"", Peter Sherwood, a struggling musician, is hired to compose for a patron of the... Read all"
211,tt0098100,Anthony J. Christopher,1990,3,1h 31m,5.5,Detective double investigates case of beautiful woman murdered along with lover.
212,tt0096749,Lorenzo Onorati,1990,0,1h 40m,5.4,
213,tt0097765,Antun Gustav MatosBruno Gamulin,1990,5,1h 45m,6.4,"Zegreb, Yugoslavia in 1890. A group of high-school students run away on an adventure that ends in scandal. The ringleader, Gusta, is expelled from school and sent to stay with his uncle in rural Turopolje. Here, a totally new world opens up to him, where the internal tragedies of... Read all"
214,tt0098531,F.J. Ossang,1990,4,Not Rated,5.6,"The world after the atomic age. An engineer disappears, together with his consortium (Kryo'Corp) and his discovery: a new energy source powered by the fusion of two primary substances. Ulysses, Kryo'Corp's heir, organises an expedition to the only place these substances occur."
215,tt0098043,John PlattRoy Langsdon,1990,6,R,3.5,A woman is haunted by her dead daughter.
216,tt0097875,Géza BereményiAndrás Monory Mész,1990,2,1h 38m,6.6,"In a deserted industrial area on the edge of town, somewhere in Eastern Europe, there is a bathtub standing in the middle of an empty workshop. Eckermann, the meteorologist is having a bath in it. He spends most of his time daydreaming which earned him the nickname Little Cloud w... Read all"
217,tt0097894,Christopher Rawlence,1990,0,1h 15m,7.4,
218,tt0100317,Larry BrandRebecca Reynolds,1990,3,R,4.1,"Morrison (from Larry Brand's The Drifter) makes his return. In this film he must figure out who's stalking the star of a soap opera, and do everything to protect her once he does."
219,tt0099445,Sollace MitchellThomas BauermeisterClaude Chabrol,1990,5,R,4.8,"Investigating a series of suicides, police detective reveals a sinister plot."
220,tt0100596,Denis WhitburnPhillip Avalon,1990,12,R,3.4,"A gem with magic powers falls into the wrong hands. A man known as ""The Protector"" is charged with tracking down the criminals who stole it and getting it back."
221,tt0099717,Ricky Lee,1990,5,TV-14,6.7,A smitten young man helps the mistress of a corrupt politician to fight back and reveal the truth about the politician and his government.
222,tt0099541,Sandra K. Bailey,1990,6,PG-13,5.1,"When Rachel, a radio personality, discovers a Purple Heart at a garage sale she decides to find out its history. She finds that the medal belonged to a man named Harlan Erickson, a long-lost brother of the town's leading citizen."
223,tt0099557,Rockne S. O'Bannon,1990,3,1990,6.0,Psychic Cayce Bridges helps police solve murders by mentally linking with the murderer. Then she discovers a murderer with the same talent - who wants to share the fear of his victims with her.
224,tt0099085,Paul Koval,1990,10,R,5.2,An architect goes to bed with a seductive stranger only to awaken beside the corpse of his boss.
225,tt0100486,Alan DershowitzNicholas Kazan,1990,2,R,7.2,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
226,tt0099946,Zinoviy RoyzmanLeonid SlavinGeorgiy Vayner,1990,7,2h 30m,6.5,
227,tt0099123,Ramiz FataliyevGeorgiy Vayner,1990,12,1h 20m,6.0,
228,tt0099394,Patricia Gruben,1990,5,1h 27m,5.5,"Shelly, institutionalized following the death of her father, returns home desperate for answers about his death. Her memories return, revealing long-repressed dark family secrets."
229,tt0100039,Stephen Smoke,1990,12,R,4.6,A burned-out private detective in Las Vegas gets involved in blackmail and murder.
230,tt0100069,Aleksey KorenevRobert Thomas,1990,12,1h 32m,6.7,"The unexpected disappearance of a young wife forced the protagonist to go to the police. The commissioner begins an investigation, and in the meantime, the local curate brings an allegedly repentant wife to the inconsolable husband."
231,tt0100130,Samuel BenedictGordon ChavisPeter Lehner,1990,5,R,3.8,"A sci-fi fantasy about a world where it is illegal to enjoy any kind of media except in a place called Megaville. After catching a brutal killer named Jenson, the media police send an agent, Palinov, to infiltrate Jenson's circle of criminals in Megaville because Palinov bears a ... Read all"
232,tt0100032,O. MelkonyanSuren BabayanMikael Dovlatyan,1990,5,1h 39m,2.7,
233,tt0100970,Philip Cheng,1990,6,1h 28m,5.2,"A common thief and an employee of a Hong Kong stock company try to help an amnesia-plagued undercover cop to regain his memory and locate the whereabouts of the 50 million dollars cash used in a drug deal. In the meantime, they try to avoid becoming victims of the crime-lord that... Read all"
234,tt0100858,Grigori Kvitok-OsnovyanenkoBoris Zholdak,1990,ND,1h 57m,6.6,"In the Ukrainian village of Konotop, the chief Centurion wants to marry a beautiful girl and asks for the help of a young witch."
235,tt0100926,Dean R. KoontzAnita Doohan,1990,12,R,4.5,"A woman is stalked by a psychopathic killer. She eventually kills him, only for the man to show up again, this time sane and without any knowledge of the attacks. The police don't believe her, but one detective agrees to look into it."
236,tt0165097,Nacho CerdáEthan Jacobson,1990,ND,8m,5.6,"A high school student falls asleep while sitting in class. When he wakes up, all time is frozen, except for him."
237,tt0902978,Peter N. AlexanderWilliam Hanna,1990,5,8m,8.1,"Dick Dastardly and Muttley have kidnapped Elroy Jetson. Yogi Bear and Boo Boo pilot a rescue mission, time warping through Bedrock, Scooby-Doo's Haunted Castle and Jetsons City."
238,tt0097399,Kirill Laskari,1990,10,1h 34m,5.6,
239,tt0099034,Philippe Faucon,1990,7,1h 20m,5.9,"In a suburb of Paris, a group of teenagers enjoys the last days of summer vacation. They meet in cafes, restaurants or disco, talking about first love, experiences, disappointments and jealousy. Sandrine tries to figure out if she should keep her boyfriend Didier or try with sile... Read all"
240,tt0097851,Vaikom Muhammad BasheerAdoor Gopalakrishnan,1990,5,2h,8.2,"Its a story of Basheer, an author who experiences his prison life. In it he finds friendship, loneliness, fear and finally love, but that remains questionable."
241,tt0097863,Scott CatamasEmerald Starr,1990,7,1h 25m,3.6,
242,tt0097505,Daniele Stroppa,1990,0,1h 40m,4.1,An unscrupulous female stockbroker who uses her feminine wiles to get valuable information lands in hot water when she has an affair with a father and his son.
243,tt0100400,Wojciech NowakMariusz TrelinskiStanislaw Ignacy Witkiewicz,1990,9,1h 38m,6.4,"Decadence, homosexuality, excess wealth, infidelity, alcoholism and drugs all played a major role in the decline of aristocracy."
244,tt0099688,Ewa PetelskaCzeslaw PetelskiJerzy Putrament,1990,5,1h 52m,4.2,Early 1939. Hanna goes to a ball accompanied by Lieutenant Biesiekierski and engineer Leszek Oleszkiewicz. August 1939: a requisition of horses takes place in Powilanice.
245,tt0099053,John B. HarvieGuy MaddinGeorge Toles,1990,9,Not Rated,6.3,"An amnesiac soldier, seeking his lost love, arrives in Archangel in northern Russia to help the townsfolk in their fight against the Bolsheviks, all quite unaware that the Great War ended three months ago."
246,tt0099449,Antonio MerceroJoaquín Oristrell,1990,8,1h 40m,5.4,"The ghost of Don Juan Tenorio, the legendary rogue and lover from Sevilla, comes back to town once again on present days searching for the absolution. The spirit, unintentionally takes the place of Juan Marquina, an actor who looks exactly like him."
247,tt0099623,Bob GreeneNorman SteinbergDavid Frankel,1990,9,PG-13,4.8,"NYC cartoonist Duffy meets the bad cappuccino maker, chef Meg, and falls in love. She moves in with him, marries him - but they have problems having a baby."
248,tt0099234,Augusto CabadaGerardo HerreroFrancisco J. Lombardi,1990,3,2h 1m,7.1,3 entwined stories set in Lima in the conflict marked 8Os: An elderly couple loses their child. A broadcaster shelters a depressed woman. A blind woman exploits her poor grandsons.
249,tt0099323,Ranald Allan,1990,10,1h 32m,5.5,"Sam returns home after a lengthy absence to find his girlfriend is having an affair with his best friend. The two friends then end up in a drunken race, where the question of who gets the girl will be decided at a train crossing."
250,tt0100222,Leonard Schrader,1990,9,R,5.8,"When a young European woman assumes a false identity in 1920s Argentina, she gets more than she bargained for."
251,tt0100277,Rosalinde Deville,1990,8,1h 25m,6.1,The whole life in one night. A young couple plays nearly any role of possible lifetime relationships.
252,tt0099011,Antonino Marino,1990,ND,1h 31m,5.5,"Sexual infedelity, blackmail, murder and suicide plague a fashion house and its nymphomaniac owner..."
253,tt0099406,Judith GodrècheBenoît Jacquot,1990,10,TV-MA,6.2,"Beth, a teenager in the midst of a painful moral education, is put in the unenviable position of holding her family together and debasing herself at the suggestion of both her scornful bedridden mother and her no-good boyfriend."
254,tt0099436,Christian VincentJean-Pierre Ronssin,1990,11,1h 34m,7.0,"There is an author who has been dumped by his girlfriend and has no inspiration for a next novel. In an attempt to find a solution to both crises, he, along with his publisher friend, decides to seduce a young woman with the singular purpose of keeping a diary of the seduction an... Read all"
255,tt0100388,Marek Koterski,1990,1,1h 18m,5.6,"Middle aged man lies sleeplessly in bed, recalling his numerous sexual encounters. The various couplings are haphazard, loveless affairs in which most of the women are as anxious to release sexual tension as he is. He fails to find fulfillment and is left with feelings of despair... Read all"
256,tt0100435,Sandro PetragliaMichele PlacidoStefano Rulli,1990,9,1h 42m,6.4,"Kwaku, a young African medical student, arrives in Italy where he is to meet his brother Job (nicknamed Pummarò.) This one is a tomato picker in the Naples region and works in extreme conditions to be able to pay his brother's studies. But to Kwaku's dismay, Job has disappeared. ... Read all"
257,tt0100437,Eric L. SchlagmanAdam Schlagman,1990,0,R,5.0,"She's a world class car thief. He's a bail interviewer. When they met, danger fired their passion. When they fell in love it was a matter of life and death."
258,tt0100343,Kevin Tenney,1990,2,R,5.2,"A doctor (Shepard) gets caught up in a war between two aliens (Edwards, Forster)."
259,tt0100545,Kin Chung ChanSiu-Keung ChengHung-Wah Leung,1990,1,1h 35m,6.2,
260,tt0100440,Jacques TournierDerek MarloweDaniel Vigne,1990,11,R,5.8,"Set in the seventeenth century, an Italian nobleman weds an impoverished countess, who is wooed by the King of Piedmont and faces pressure from his entire court to succumb to his wishes."
261,tt0100512,William ShakespeareArmondo Linus AcostaVictor Spinetti,1990,6,Not Rated,7.1,An eccentric bag lady rescues the stray cats of Venice and puts them on a boat to set sail for the New World.
262,tt0100650,Vittorio TavianiPaolo TavianiLev Tolstoy,1990,5,Unrated,7.1,"Young nobleman Baron Sergio Giuramondo, after discovering that his bride-to-be was the king's mistress, leaves Naples in disgust to become a monk. But his quest for perfect solitude is constantly interrupted by visitors hearing rumours that Sergio possesses miraculous powers, and... Read all"
263,tt0100534,Matti IjäsArto Melleri,1990,2,1h 41m,6.3,Räpsy is a loser who tries to take advantage other losers.
264,tt0098588,Helmut DziubaPeter JakubeitHelmut H. Schulz,1990,4,1h 31m,6.8,"18-year old-Georg and 13-year-old Barbara played together as children; later, play becomes love, which leads to a catastrophe, as their parents are hostile, leading to a report being filed to the court, as Barbara is underage."
265,tt0099429,Rajeev KaulNaushir KhatauKamlesh Pandey,1990,6,Not Rated,6.6,"A man pretends to be a rich industrialist to improve his son's chances of marrying in to wealth, but his plan backfires on him."
266,tt0401166,Scott ParkerVictoria ParkerJoanna Priestley,1990,9,5m,5.1,"All My Relations satirizes the pitfalls of romance, from marriage, childbirth and upward mobility to the disintegration of a relationship. The animation is framed by a series of sculptural assemblages, which emphasize the message implied by the archetypal characters whose dilemma... Read all"
267,tt0816420,Sherman AllenDiedrich BaderEllen DeGeneres,1990,0,30m,5.8,A typically oddball evening in an exclusive L.A. restaurant.
268,tt0096995,Anthony BarwickColin StewartStuart Collins,1990,5,R,3.6,Women are killed and raped in a small town near a condemned nuclear power plant. The bodies turn out to be highly radioactive. The sheriff and a female reporter start to investigate.
269,tt0099834,Deborah Parsons,1990,1,R,4.6,"Mack, a rock star, has a tape that some politicians want. Various people, including the police, try to get the tape back. Wendy attempts to juggle her relationship with Mack, caring for her younger sister, singing jazz at a bar and tending her clothing shop."
270,tt0100206,Paul Leder,1990,0,PG-13,5.0,"Hired by the deceased's ex-wife, a private eye checks out the death of a gay man who had AIDS."
271,tt0099850,Henry Bean,1990,4,R,6.5,An Internal Affairs agent becomes obsessed with bringing down a cop who has managed to maintain a spotless reputation despite being involved in a web of corruption.
272,tt0100251,Tom CitranoAndrew Stevens,1990,9,R,4.2,A security guard is hired to gather evidence of adultery against the wife of a rock star and ends up getting involved with her.
273,tt0100304,Pavao Pavlicic,1990,6,1h 30m,7.4,Birthday party for Radovan Orlak is interrupted when his friends hear the news of his suicide. Four of them start their own investigation and decide to punish all people that could have been responsible for his death.
274,tt0100384,Asad BhopaliMoin-ud-din,1990,5,2h 7m,6.7,"After several inspectors are unable to find the truth behind the murder of a woman, Jagmohan, an honest CBI officer, is assigned the case."
275,tt0099430,Francesco RosiGore VidalTonino Guerra,1990,2,PG-13,5.6,"A candidate for the Mayor of New York City promises to legalize drugs. The mafia, making insane money on illegal drug trade, is about to dissuade him - at all cost."
276,tt0100705,Gregory DarkJohn Powers,1990,6,R,5.0,John Miller is an politician wanting to become mayor. He founds a group called S.Q.U.A.D. whose mission is to get rid of all street scum by any means necessary.
277,tt1341308,Tracy BaroneElisa Bell,1990,6,24m,6.4,
278,tt1772810,Philippe Sisbane,1990,5,17m,6.7,"A man, Daniel, notices strange similarities and physical traits between his wife and Francis, the man who was his best chum five years earlier, a friend he hasn't seen in all this time."
